 ,Label,Area,Mean,Min,Max,Angle,Length(micrometer,Length(mm),Random num,Random
,,,,,,,,,,0.610880797
,,,,,,,,,,0.88228995
,,,,,,,,,,0.577547925
,,,,,,,,,,0.949710775
,,,,,,,,,,1.192417367
,,,,,,,,,,0.781629861
,,,,,,,,,,0.554527617
,,,,,,,,,,1.138232875
,,,,,,,,,,1.233418875
,,,,,,,,,,0.785529311
,,,,,,,,,,0.471638273
,,,,,,,,,,0.685060692
,,,,,,,,,,0.552934321
,,,,,,,,,,1.154495751
,,,,,,,,,,1.149818636
,,,,,,,,,,0.956675062
,,,,,,,,,,0.850422399
,,,,,,,,,,0.94631733
,,,,,,,,,,0.309874901
,,,,,,,,,,1.130820188
,,,,,,,,,,0.875199653
,,,,,,,,,,1.14209305
,,,,,,,,,,0.73567827
,,,,,,,,,,0.568499393
,,,,,,,,,,1.388526932
,,,,,,,,,,0.658879976
,,,,,,,,,,0.79468127
,,,,,,,,,,0.824651463
,,,,,,,,,,1.052342192
,,,,,,,,,,0.638330127
,,,,,,,,,,0.4487155
,,,,,,,,,,0.873916965
,,,,,,,,,,1.028184844
,,,,,,,,,,1.041367827
,,,,,,,,,,0.895670296
,,,,,,,,,,1.03637585
,,,,,,,,,,0.74396812
,,,,,,,,,,0.866763499
,,,,,,,,,,1.290314718
,,,,,,,,,,0.85912203
,,,,,,,,,,0.869268325
,,,,,,,,,,0.554300471
,,,,,,,,,,1.575336599
,,,,,,,,,,0.877144796
,,,,,,,,,,0.715729016
,,,,,,,,,,0.521842799
,,,,,,,,,,1.145743752
,,,,,,,,,,0.171811965
,,,,,,,,,,0.37926247
,,,,,,,,,,1.017986835
,,,,,,,,,,0.72898957
,,,,,,,,,,0.975094188
,,,,,,,,,,1.02942531
,,,,,,,,,,0.437101592
,,,,,,,,,,0.828294311
,,,,,,,,,,0.960158187
,,,,,,,,,,1.135826567
,,,,,,,,,,0.579196207
,,,,,,,,,,1.568335001
,,,,,,,,,,1.294371273
,,,,,,,,,,1.123497181
,,,,,,,,,,0.80179055
,,,,,,,,,,0.705984972
,,,,,,,,,,0.979566414
,,,,,,,,,,0.679126091
,,,,,,,,,,1.021249033
,,,,,,,,,,1.411724637
,,,,,,,,,,0.747252247
,,,,,,,,,,1.112139549
,,,,,,,,,,1.247928077
,,,,,,,,,,0.936706497
,,,,,,,,,,0.628469237
,,,,,,,,,,1.489468827
,,,,,,,,,,0.892277833
,,,,,,,,,,1.148858992
,,,,,,,,,,1.293810935
,,,,,,,,,,0.582826617
,,,,,,,,,,0.610734822
,,,,,,,,,,0.952103337
,,,,,,,,,,1.12681011
,,,,,,,,,,0.967852352
,,,,,,,,,,1.252251708
,,,,,,,,,,0.591747502
,,,,,,,,,,0.923090823
,,,,,,,,,,1.046503162
,,,,,,,,,,0.823191051
,,,,,,,,,,1.039286855
,,,,,,,,,,0.72236633
,,,,,,,,,,1.104229038
,,,,,,,,,,0.690589441
,,,,,,,,,,0.861523756
,,,,,,,,,,1.461239869
,,,,,,,,,,0.664721624
,,,,,,,,,,0.973637704
,,,,,,,,,,0.347514384
,,,,,,,,,,1.126840222
,,,,,,,,,,0.753436251
,,,,,,,,,,0.607461823
,,,,,,,,,,0.916777863
,,,,,,,,,,1.060860498
,,,,,,,,,,0.998313495
,,,,,,,,,,1.146948216
,,,,,,,,,,1.125105205
,,,,,,,,,,1.449404706
,,,,,,,,,,1.079244931
,,,,,,,,,,1.204410943
,,,,,,,,,,0.973614793
,,,,,,,,,,0.942574329
,,,,,,,,,,0.256559063
,,,,,,,,,,0.844485835
,,,,,,,,,,0.518041538
,,,,,,,,,,0.67808855
,,,,,,,,,,0.848946277
,,,,,,,,,,0.919535692
,,,,,,,,,,0.443819095
,,,,,,,,,,0.909194326
,,,,,,,,,,1.433228237
,,,,,,,,,,1.095582103
,,,,,,,,,,0.968441164
,,,,,,,,,,0.454074054
,,,,,,,,,,0.880546096
,,,,,,,,,,1.280051904
,,,,,,,,,,1.107836537
,,,,,,,,,,1.0581426
,,,,,,,,,,1.177288913
,,,,,,,,,,0.953693033
,,,,,,,,,,0.955665669
,,,,,,,,,,1.042908755
,,,,,,,,,,0.489942191
,,,,,,,,,,1.373215845
,,,,,,,,,,0.464348651
,,,,,,,,,,0.901132603
,,,,,,,,,,0.830134063
,,,,,,,,,,1.274404672
,,,,,,,,,,1.112861245
,,,,,,,,,,0.980916526
,,,,,,,,,,1.018489567
,,,,,,,,,,0.997241261
,,,,,,,,,,0.802000676
,,,,,,,,,,1.028889848
,,,,,,,,,,0.770601492
,,,,,,,,,,1.193560952
,,,,,,,,,,1.09735836
,,,,,,,,,,0.829361963
,,,,,,,,,,0.920242005
,,,,,,,,,,1.227225052
,,,,,,,,,,0.800106592
,,,,,,,,,,1.10621313
,,,,,,,,,,0.515899688
,,,,,,,,,,0.96353723
,,,,,,,,,,1.557175385
,,,,,,,,,,0.987901432
,,,,,,,,,,0.658786368
,,,,,,,,,,0.964011161
,,,,,,,,,,1.253602148
,,,,,,,,,,0.921169246
,,,,,,,,,,1.024865041
,,,,,,,,,,0.90403968
,,,,,,,,,,0.889677435
,,,,,,,,,,1.147107284
,,,,,,,,,,0.788576473
,,,,,,,,,,1.219709593
,,,,,,,,,,0.817765074
,,,,,,,,,,0.918343993
,,,,,,,,,,1.098611918
,,,,,,,,,,0.835884722
,,,,,,,,,,0.492906218
,,,,,,,,,,1.001234646
,,,,,,,,,,0.796329224
,,,,,,,,,,0.724283652
,,,,,,,,,,0.072700331
,,,,,,,,,,1.153587166
,,,,,,,,,,1.021104693
,,,,,,,,,,1.288724695
,,,,,,,,,,0.787054528
,,,,,,,,,,0.660131571
,,,,,,,,,,0.919667921
,,,,,,,,,,0.714373667
,,,,,,,,,,0.760619828
,,,,,,,,,,1.124926172
,,,,,,,,,,1.158417457
,,,,,,,,,,1.260424386
,,,,,,,,,,0.591669605
,,,,,,,,,,0.816018602
,,,,,,,,,,1.229202598
,,,,,,,,,,1.087215992
,,,,,,,,,,1.031350815
,,,,,,,,,,0.577092324
,,,,,,,,,,1.236313515
,,,,,,,,,,0.597367895
,,,,,,,,,,1.09552679
,,,,,,,,,,0.819347569
,,,,,,,,,,0.963650149
,,,,,,,,,,1.097135796
,,,,,,,,,,0.64921743
,,,,,,,,,,1.310039117
,,,,,,,,,,0.912059181
,,,,,,,,,,0.509622731
,,,,,,,,,,1.036745044
,,,,,,,,,,0.815259594
,,,,,,,,,,0.510452109
,,,,,,,,,,0.708331712
,,,,,,,,,,0.760570078
,,,,,,,,,,1.150974004
,,,,,,,,,,1.109953513
,,,,,,,,,,1.001094235
,,,,,,,,,,0.48173351
,,,,,,,,,,0.724150769
,,,,,,,,,,1.069783347
,,,,,,,,,,0.432700064
,,,,,,,,,,0.458853941
,,,,,,,,,,0.79061686
,,,,,,,,,,0.421893932
,,,,,,,,,,0.65724675
,,,,,,,,,,1.075151719
,,,,,,,,,,0.957550916
,,,,,,,,,,0.484820602
,,,,,,,,,,1.220688219
,,,,,,,,,,1.235662188
,,,,,,,,,,0.893467568
,,,,,,,,,,1.130820188
,,,,,,,,,,1.122725408
,,,,,,,,,,1.119330654
,,,,,,,,,,0.890603039
,,,,,,,,,,1.294539505
,,,,,,,,,,0.892740635
,,,,,,,,,,0.511278214
,,,,,,,,,,0.556200119
,,,,,,,,,,1.031131197
,,,,,,,,,,0.680072642
,,,,,,,,,,1.400911959
,,,,,,,,,,1.414083814
,,,,,,,,,,1.102733278
,,,,,,,,,,0.515199266
,,,,,,,,,,0.23991652
,,,,,,,,,,1.123942963
,,,,,,,,,,0.928816934
,,,,,,,,,,0.950984954
,,,,,,,,,,0.927600033
,,,,,,,,,,0.395242559
,,,,,,,,,,0.462884966
,,,,,,,,,,1.009375576
,,,,,,,,,,1.030155844
,,,,,,,,,,0.923532678
,,,,,,,,,,1.206416636
,,,,,,,,,,0.941461837
,,,,,,,,,,1.174852493
,,,,,,,,,,0.662465219
,,,,,,,,,,0.411396771
,,,,,,,,,,0.894569259
,,,,,,,,,,0.616814089
,,,,,,,,,,1.216956346
,,,,,,,,,,1.23196239
,,,,,,,,,,0.677731793
,,,,,,,,,,0.805194468
,,,,,,,,,,1.303663316
,,,,,,,,,,0.549529748
,,,,,,,,,,1.541831567
,,,,,,,,,,0.96855441
,,,,,,,,,,1.149979012
,,,,,,,,,,0.808121511
,,,,,,,,,,1.001024192
,,,,,,,,,,1.04748048
,,,,,,,,,,0.72287299
,,,,,,,,,,1.348199662
,,,,,,,,,,0.773230037
,,,,,,,,,,1.061864654
,,,,,,,,,,0.573295646
,,,,,,,,,,0.385606851
,,,,,,,,,,1.132277982
,,,,,,,,,,1.096525054
,,,,,,,,,,1.072670786
,,,,,,,,,,0.616634729
,,,,,,,,,,0.879817527
,,,,,,,,,,0.556020104
,,,,,,,,,,1.024526941
,,,,,,,,,,0.870840674
,,,,,,,,,,0.939504911
,,,,,,,,,,1.337525759
,,,,,,,,,,0.41545398
,,,,,,,,,,1.035908466
,,,,,,,,,,0.63223384
,,,,,,,,,,0.529709123
,,,,,,,,,,1.133650677
,,,,,,,,,,1.117658806
,,,,,,,,,,1.15339275
,,,,,,,,,,1.092518904
,,,,,,,,,,0.743840146
,,,,,,,,,,0.983552926
,,,,,,,,,,0.646919785
,,,,,,,,,,0.574428103
,,,,,,,,,,1.486295327
,,,,,,,,,,1.290865891
,,,,,,,,,,1.038175345
,,,,,,,,,,0.499522912
,,,,,,,,,,1.467683748
,,,,,,,,,,1.20726958
,,,,,,,,,,0.932182559
,,,,,,,,,,1.350798423
,,,,,,,,,,0.920131705
,,,,,,,,,,0.88123048
,,,,,,,,,,1.281684475
,,,,,,,,,,0.582745447
,,,,,,,,,,0.766957008
,,,,,,,,,,0.731717941
,,,,,,,,,,1.505912372
,,,,,,,,,,0.718912007
,,,,,,,,,,0.812678507
,,,,,,,,,,0.691680004
,,,,,,,,,,0.75733832
,,,,,,,,,,1.348716796
,,,,,,,,,,1.027165305
,,,,,,,,,,0.926383787
,,,,,,,,,,0.907806574
,,,,,,,,,,0.619806265
,,,,,,,,,,0.51460489
,,,,,,,,,,0.730670254
,,,,,,,,,,0.84822949
,,,,,,,,,,0.922008442
,,,,,,,,,,1.614759212
,,,,,,,,,,0.909568757
,,,,,,,,,,0.473765722
,,,,,,,,,,0.324304897
,,,,,,,,,,1.265627799
,,,,,,,,,,1.090570815
,,,,,,,,,,0.704209697
,,,,,,,,,,1.066080931
,,,,,,,,,,0.929835164
,,,,,,,,,,0.819874849
,,,,,,,,,,0.78249295
,,,,,,,,,,0.57249507
,,,,,,,,,,1.345418922
,,,,,,,,,,0.675555904
,,,,,,,,,,0.463234522
,,,,,,,,,,0.908202934
,,,,,,,,,,0.977373505
,,,,,,,,,,0.777660368
,,,,,,,,,,1.027286733
,,,,,,,,,,1.269547542
,,,,,,,,,,0.956989269
,,,,,,,,,,1.064214012
,,,,,,,,,,0.88112018
,,,,,,,,,,0.59579031
,,,,,,,,,,0.844350987
,,,,,,,,,,1.162521143
,,,,,,,,,,0.557771813
,,,,,,,,,,1.088277098
,,,,,,,,,,1.214751
,,,,,,,,,,0.775219038
,,,,,,,,,,0.886348796
,,,,,,,,,,1.089476979
,,,,,,,,,,0.645454791
,,,,,,,,,,0.941750843
,,,,,,,,,,0.997870331
,,,,,,,,,,0.907894291
,,,,,,,,,,0.545086325
,,,,,,,,,,0.889324933
,,,,,,,,,,1.089012868
,,,,,,,,,,0.977624871
,,,,,,,,,,0.658754948
,,,,,,,,,,0.488597643
,,,,,,,,,,0.796211724
,,,,,,,,,,0.978766493
,,,,,,,,,,0.977122793
,,,,,,,,,,1.13752198
,,,,,,,,,,1.33475942
,,,,,,,,,,0.547061253
,,,,,,,,,,0.582259079
,,,,,,,,,,1.2798948
,,,,,,,,,,0.440688799
,,,,,,,,,,1.061169469
,,,,,,,,,,0.861612782
,,,,,,,,,,0.967309689
,,,,,,,,,,0.68360028
,,,,,,,,,,0.712441289
,,,,,,,,,,0.851450775
,,,,,,,,,,0.823875762
,,,,,,,,,,1.011578304
,,,,,,,,,,0.56556875
,,,,,,,,,,0.893445638
,,,,,,,,,,0.397997114
,,,,,,,,,,1.279684673
,,,,,,,,,,1.169458591
,,,,,,,,,,1.169016081
,,,,,,,,,,0.60355059
,,,,,,,,,,1.295327643
,,,,,,,,,,1.078471521
,,,,,,,,,,0.856471883
,,,,,,,,,,1.265234385
,,,,,,,,,,0.55960011
,,,,,,,,,,0.610442216
,,,,,,,,,,1.462564778
,,,,,,,,,,0.547762984
,,,,,,,,,,0.720495156
,,,,,,,,,,0.990602965
,,,,,,,,,,0.419774338
,,,,,,,,,,1.249941626
,,,,,,,,,,1.069260321
,,,,,,,,,,0.95100721
,,,,,,,,,,0.704904228
,,,,,,,,,,0.684010059
,,,,,,,,,,1.043033129
,,,,,,,,,,0.743277845
,,,,,,,,,,0.866985409
,,,,,,,,,,1.059576828
,,,,,,,,,,0.732005311
,,,,,,,,,,0.819599917
,,,,,,,,,,0.979726791
,,,,,,,,,,1.129277296
,,,,,,,,,,1.136996991
,,,,,,,,,,0.899811293
,,,,,,,,,,1.001000627
,,,,,,,,,,1.022693079
,,,,,,,,,,0.631723252
,,,,,,,,,,0.982406067
,,,,,,,,,,0.998570098
,,,,,,,,,,0.794374917
,,,,,,,,,,1.52141853
,,,,,,,,,,1.080956709
,,,,,,,,,,1.731424592
,,,,,,,,,,1.283703261
,,,,,,,,,,1.197805377
,,,,,,,,,,0.645617786
,,,,,,,,,,1.021537711
,,,,,,,,,,0.782948224
,,,,,,,,,,1.10698163
,,,,,,,,,,0.768451459
,,,,,,,,,,0.477693321
,,,,,,,,,,0.776960273
,,,,,,,,,,0.614657183
,,,,,,,,,,1.331762663
,,,,,,,,,,0.46941918
,,,,,,,,,,0.640192464
,,,,,,,,,,0.610332243
,,,,,,,,,,0.593348653
,,,,,,,,,,0.788980361
,,,,,,,,,,0.478146304
,,,,,,,,,,1.234667851
,,,,,,,,,,0.4581365
,,,,,,,,,,1.00489484
,,,,,,,,,,0.627261501
,,,,,,,,,,0.720173421
,,,,,,,,,,1.461386499
,,,,,,,,,,0.7025948
,,,,,,,,,,0.987878194
,,,,,,,,,,0.740328546
,,,,,,,,,,0.790853825
,,,,,,,,,,0.569312406
,,,,,,,,,,1.251788252
,,,,,,,,,,1.348568856
,,,,,,,,,,0.880369682
,,,,,,,,,,0.631961527
,,,,,,,,,,0.971865048
,,,,,,,,,,1.361419958
,,,,,,,,,,1.308532228
,,,,,,,,,,1.194485902
,,,,,,,,,,0.729199696
,,,,,,,,,,0.960630808
,,,,,,,,,,1.106838927
,,,,,,,,,,1.104314136
,,,,,,,,,,0.573379434
,,,,,,,,,,0.914351917
,,,,,,,,,,1.011127612
,,,,,,,,,,0.89522975
,,,,,,,,,,0.767692778
,,,,,,,,,,0.477627861
,,,,,,,,,,1.027068424
,,,,,,,,,,0.618278429
,,,,,,,,,,1.180945507
,,,,,,,,,,1.136966225
,,,,,,,,,,0.660037963
,,,,,,,,,,0.12367532
,,,,,,,,,,0.815236683
,,,,,,,,,,1.154430945
,,,,,,,,,,0.941639561
,,,,,,,,,,0.932647979
,,,,,,,,,,0.884430164
,,,,,,,,,,1.122547357
,,,,,,,,,,1.048635194
,,,,,,,,,,0.967671682
,,,,,,,,,,0.565785423
,,,,,,,,,,1.2899848
,,,,,,,,,,1.146789803
,,,,,,,,,,1.005459105
,,,,,,,,,,0.660318786
,,,,,,,,,,1.36648525
,,,,,,,,,,1.545565404
,,,,,,,,,,1.250448286
,,,,,,,,,,0.487799031
,,,,,,,,,,0.890955868
,,,,,,,,,,1.275996004
,,,,,,,,,,0.887782042
,,,,,,,,,,0.842823806
,,,,,,,,,,0.969981765
,,,,,,,,,,0.95499274
,,,,,,,,,,0.665706142
,,,,,,,,,,1.193080476
,,,,,,,,,,0.492184849
,,,,,,,,,,0.642998733
,,,,,,,,,,0.666596398
,,,,,,,,,,0.762253709
,,,,,,,,,,0.778938146
,,,,,,,,,,0.589545429
,,,,,,,,,,1.368370498
,,,,,,,,,,1.292806125
,,,,,,,,,,0.668033899
,,,,,,,,,,0.614549174
,,,,,,,,,,0.392756389
,,,,,,,,,,1.435561231
,,,,,,,,,,1.060834968
,,,,,,,,,,1.056074719
,,,,,,,,,,0.544377394
,,,,,,,,,,0.508623157
,,,,,,,,,,0.455608435
,,,,,,,,,,0.897476336
,,,,,,,,,,0.790213954
,,,,,,,,,,0.553481567
,,,,,,,,,,1.317751611
,,,,,,,,,,0.842823806
,,,,,,,,,,1.327883505
,,,,,,,,,,0.944177771
,,,,,,,,,,0.723858163
,,,,,,,,,,0.983185695
,,,,,,,,,,1.244982379
,,,,,,,,,,0.913866858
,,,,,,,,,,1.066886743
,,,,,,,,,,1.447121462
,,,,,,,,,,1.031692844
,,,,,,,,,,0.980733565
,,,,,,,,,,1.205257995
,,,,,,,,,,1.285041263
,,,,,,,,,,0.488965528
,,,,,,,,,,1.515474764
,,,,,,,,,,0.782325045
,,,,,,,,,,0.985207099
,,,,,,,,,,0.907013199
,,,,,,,,,,1.283383816
,,,,,,,,,,0.725000439
,,,,,,,,,,0.97771586
,,,,,,,,,,0.913580144
,,,,,,,,,,1.473302832
,,,,,,,,,,1.033894917
,,,,,,,,,,1.191132387
,,,,,,,,,,0.920462605
,,,,,,,,,,0.87701224
,,,,,,,,,,0.959101008
,,,,,,,,,,0.678147464
,,,,,,,,,,0.925698421
,,,,,,,,,,1.242920389
,,,,,,,,,,0.890096379
,,,,,,,,,,1.021200919
,,,,,,,,,,1.271508068
,,,,,,,,,,0.661875425
,,,,,,,,,,1.101242427
,,,,,,,,,,1.022332068
,,,,,,,,,,1.261823265
,,,,,,,,,,1.245794737
,,,,,,,,,,1.093592447
,,,,,,,,,,0.905339388
,,,,,,,,,,0.593037064
,,,,,,,,,,0.575430295
,,,,,,,,,,0.547715852
,,,,,,,,,,1.425731762
,,,,,,,,,,1.005718327
,,,,,,,,,,0.876680685
,,,,,,,,,,0.632029605
,,,,,,,,,,1.116373827
,,,,,,,,,,0.902145596
,,,,,,,,,,0.626430814
,,,,,,,,,,1.182328021
,,,,,,,,,,0.988178
,,,,,,,,,,0.429788404
,,,,,,,,,,0.932138373
,,,,,,,,,,1.150652596
,,,,,,,,,,1.505111142
,,,,,,,,,,0.890845568
,,,,,,,,,,0.97826376
,,,,,,,,,,1.04647796
,,,,,,,,,,0.940194204
,,,,,,,,,,1.059191923
,,,,,,,,,,0.672131038
,,,,,,,,,,1.102592212
,,,,,,,,,,0.944823861
,,,,,,,,,,0.903753293
,,,,,,,,,,0.585687218
,,,,,,,,,,1.148667849
,,,,,,,,,,1.082728711
,,,,,,,,,,1.073171227
,,,,,,,,,,0.588318054
,,,,,,,,,,0.492845995
,,,,,,,,,,0.711240098
,,,,,,,,,,1.000228854
,,,,,,,,,,0.95481338
,,,,,,,,,,0.96090083
,,,,,,,,,,0.81826977
,,,,,,,,,,0.457057719
,,,,,,,,,,0.935641463
,,,,,,,,,,1.086374831
,,,,,,,,,,0.61895463
,,,,,,,,,,0.918343993
,,,,,,,,,,0.613790493
,,,,,,,,,,1.120419253
,,,,,,,,,,1.181122249
,,,,,,,,,,1.558971606
,,,,,,,,,,1.220361574
,,,,,,,,,,1.100260855
,,,,,,,,,,0.826861392
,,,,,,,,,,0.829316795
,,,,,,,,,,0.902057552
,,,,,,,,,,1.016385357
,,,,,,,,,,1.523235699
,,,,,,,,,,1.027262513
,,,,,,,,,,1.435066353
,,,,,,,,,,0.835771803
,,,,,,,,,,0.805589847
,,,,,,,,,,0.686108706
,,,,,,,,,,0.599849483
,,,,,,,,,,0.752179747
,,,,,,,,,,0.840439754
,,,,,,,,,,1.220239164
,,,,,,,,,,0.444977736
,,,,,,,,,,0.996519237
,,,,,,,,,,1.050296568
,,,,,,,,,,1.408979246
,,,,,,,,,,1.115092775
,,,,,,,,,,0.40961495
,,,,,,,,,,0.54943745
,,,,,,,,,,1.114338022
,,,,,,,,,,0.623679531
,,,,,,,,,,0.876680685
,,,,,,,,,,1.090379017
,,,,,,,,,,1.386777842
,,,,,,,,,,1.581673124
,,,,,,,,,,1.74837087
,,,,,,,,,,1.134354372
,,,,,,,,,,1.41768804
,,,,,,,,,,0.749329947
,,,,,,,,,,1.062199482
,,,,,,,,,,1.120537081
,,,,,,,,,,0.881252737
,,,,,,,,,,1.152164721
,,,,,,,,,,1.098528129
,,,,,,,,,,1.271104835
,,,,,,,,,,0.896837774
,,,,,,,,,,0.619558171
,,,,,,,,,,1.003132985
,,,,,,,,,,1.096302818
,,,,,,,,,,0.782924004
,,,,,,,,,,1.035539599
,,,,,,,,,,0.624518073
,,,,,,,,,,0.656648119
,,,,,,,,,,0.516384092
,,,,,,,,,,0.951387532
,,,,,,,,,,1.210669571
,,,,,,,,,,1.070700441
,,,,,,,,,,1.059730659
,,,,,,,,,,0.661999799
,,,,,,,,,,0.746032728
,,,,,,,,,,1.501565829
,,,,,,,,,,0.892277833
,,,,,,,,,,0.843767084
,,,,,,,,,,0.76309356
,,,,,,,,,,1.239066761
,,,,,,,,,,1.376897313
,,,,,,,,,,0.854621329
,,,,,,,,,,0.852746556
,,,,,,,,,,1.335516138
,,,,,,,,,,1.251973504
,,,,,,,,,,0.791658655
,,,,,,,,,,0.825814032
,,,,,,,,,,0.666627164
,,,,,,,,,,1.034581592
,,,,,,,,,,1.184289202
,,,,,,,,,,0.753862722
,,,,,,,,,,0.973842266
,,,,,,,,,,0.931052719
,,,,,,,,,,1.4709358
,,,,,,,,,,0.626950566
,,,,,,,,,,1.113989775
,,,,,,,,,,1.260040136
,,,,,,,,,,1.179392796
,,,,,,,,,,0.792155169
,,,,,,,,,,0.885246122
,,,,,,,,,,0.866541917
,,,,,,,,,,1.110211752
,,,,,,,,,,1.095139267
,,,,,,,,,,0.989562806
,,,,,,,,,,0.707311845
,,,,,,,,,,0.21782247
,,,,,,,,,,0.626846485
,,,,,,,,,,1.093482475
,,,,,,,,,,0.671587721
,,,,,,,,,,0.9452919
,,,,,,,,,,1.125612847
,,,,,,,,,,0.780957914
,,,,,,,,,,0.868160415
,,,,,,,,,,1.313027365
,,,,,,,,,,0.427252485
,,,,,,,,,,0.98548334
,,,,,,,,,,1.400613461
,,,,,,,,,,1.044703013
,,,,,,,,,,0.456768386
,,,,,,,,,,0.64486696
,,,,,,,,,,1.124002532
,,,,,,,,,,0.940972524
,,,,,,,,,,1.017891263
,,,,,,,,,,0.738292741
,,,,,,,,,,0.865765562
,,,,,,,,,,1.080448085
,,,,,,,,,,0.720146582
,,,,,,,,,,1.270551043
,,,,,,,,,,1.066340807
,,,,,,,,,,0.800410981
,,,,,,,,,,1.184432559
,,,,,,,,,,0.94631733
,,,,,,,,,,0.739067132
,,,,,,,,,,1.255712577
,,,,,,,,,,1.164827952
,,,,,,,,,,0.521266096
,,,,,,,,,,1.082890397
,,,,,,,,,,1.509782365
,,,,,,,,,,0.925322354
,,,,,,,,,,0.472638502
,,,,,,,,,,0.68380517
,,,,,,,,,,1.668771544
,,,,,,,,,,1.254350355
,,,,,,,,,,0.74737924
,,,,,,,,,,0.646399378
,,,,,,,,,,0.927909986
,,,,,,,,,,1.191865539
,,,,,,,,,,0.520845843
,,,,,,,,,,1.011104046
,,,,,,,,,,0.588793948
,,,,,,,,,,0.891617014
,,,,,,,,,,0.986403708
,,,,,,,,,,0.766957008
,,,,,,,,,,0.963176546
,,,,,,,,,,0.651274837
,,,,,,,,,,0.472904269
,,,,,,,,,,0.596137248
,,,,,,,,,,1.313088242
,,,,,,,,,,1.062250868
,,,,,,,,,,0.312561378
,,,,,,,,,,0.845719755
,,,,,,,,,,1.03822444
,,,,,,,,,,1.000673
,,,,,,,,,,1.021441485
,,,,,,,,,,0.669313641
,,,,,,,,,,0.785362388
,,,,,,,,,,0.55960011
,,,,,,,,,,0.702706082
,,,,,,,,,,0.531018323
,,,,,,,,,,0.956450534
,,,,,,,,,,0.734040461
,,,,,,,,,,0.90392938
,,,,,,,,,,0.510783336
,,,,,,,,,,0.74143351
,,,,,,,,,,0.653510949
,,,,,,,,,,0.780045075
,,,,,,,,,,1.015240134
,,,,,,,,,,0.297989988
,,,,,,,,,,1.192491336
,,,,,,,,,,0.92370942
,,,,,,,,,,1.066496601
,,,,,,,,,,1.031009114
,,,,,,,,,,1.559573838
,,,,,,,,,,1.150043163
,,,,,,,,,,0.990880515
,,,,,,,,,,0.666596398
,,,,,,,,,,0.767447303
,,,,,,,,,,1.415276495
,,,,,,,,,,1.169016081
,,,,,,,,,,0.647341347
,,,,,,,,,,1.18055602
,,,,,,,,,,0.839583865
,,,,,,,,,,0.833895393
,,,,,,,,,,1.213595631
,,,,,,,,,,1.134170429
,,,,,,,,,,1.261339516
,,,,,,,,,,0.56395909
,,,,,,,,,,1.037730871
,,,,,,,,,,0.680485695
,,,,,,,,,,0.965794945
,,,,,,,,,,0.43782558
,,,,,,,,,,1.267356597
,,,,,,,,,,0.781533962
,,,,,,,,,,0.918983864
,,,,,,,,,,1.005906524
,,,,,,,,,,0.619451472
,,,,,,,,,,1.127620505
,,,,,,,,,,0.863412603
,,,,,,,,,,0.586726722
,,,,,,,,,,1.105957836
,,,,,,,,,,0.549669178
,,,,,,,,,,0.045971716
,,,,,,,,,,0.660536768
,,,,,,,,,,0.851584968
,,,,,,,,,,0.835794387
,,,,,,,,,,0.879994269
,,,,,,,,,,1.134109552
,,,,,,,,,,0.795905698
,,,,,,,,,,0.890933612
,,,,,,,,,,1.256373723
,,,,,,,,,,1.456621013
,,,,,,,,,,0.773472893
,,,,,,,,,,0.888817946
,,,,,,,,,,1.121570694
,,,,,,,,,,1.192270082
,,,,,,,,,,0.990279265
,,,,,,,,,,0.81249391
,,,,,,,,,,0.735834064
,,,,,,,,,,0.655352338
,,,,,,,,,,0.988731792
,,,,,,,,,,0.700552449
,,,,,,,,,,0.405894205
,,,,,,,,,,0.523511373
,,,,,,,,,,1.061683984
,,,,,,,,,,1.024792708
,,,,,,,,,,0.905229088
,,,,,,,,,,0.270572734
,,,,,,,,,,0.897873024
,,,,,,,,,,0.73027684
,,,,,,,,,,0.335006293
,,,,,,,,,,1.054573722
,,,,,,,,,,1.166881432
,,,,,,,,,,1.081949082
,,,,,,,,,,0.885577023
,,,,,,,,,,0.844171627
,,,,,,,,,,1.054776648
,,,,,,,,,,0.575680352
,,,,,,,,,,1.078978182
,,,,,,,,,,1.061606742
,,,,,,,,,,0.994333856
,,,,,,,,,,0.615845282
,,,,,,,,,,1.037632354
,,,,,,,,,,0.794869794
,,,,,,,,,,0.748748008
,,,,,,,,,,0.409236592
,,,,,,,,,,0.664598559
,,,,,,,,,,1.042660007
,,,,,,,,,,0.787364154
,,,,,,,,,,0.906220479
,,,,,,,,,,1.102507441
,,,,,,,,,,1.268001378
,,,,,,,,,,0.337713717
,,,,,,,,,,1.168472764
,,,,,,,,,,1.326562523
